0.2627107116136991, 2.8332048802159364, 1;
1.0655919115934736, -0.2707740803114622, 1;
-0.14057216077147006, 2.0489865961036555, 1;
-1.4575672514084212, 1.0530284225854334, 1;
3.3199268660503125, 1.4699991988991044, 1;
-0.11476683403720633, 1.3677438907104742, 1;
-1.0053112294195707, 2.544158709928009, 1;
0.41640137463668037, 2.1628260378567843, 1;
0.9061341830726144, 1.3055396874109957, 1;
0.6188230323149747, 2.3169367759867097, 1;
1.8292886526202934, 2.111468258185554, 1;
0.2752857419516169, 3.232515509300267, 1;
0.5068628123097836, 0.27116674832446963, 1;
0.7940836743212121, 0.5537748799950639, 1;
1.7123052525934275, 0.26015463147018847, 1;
0.936620553171063, -0.17635428461255032, 1;
2.0118670001518106, 0.22498650234640638, 1;
1.0408126187293962, 0.9427800943214479, 1;
0.9348418921467037, 1.38372884308998, 1;
1.0025187915741556, 2.072988665872704, 1;
-1.8346813322888313, -2.061212681970595, -1;
0.3938952035386325, -0.8449169127433603, -1;
-0.883239663776342, -1.614185026244562, -1;
-1.4959164537150174, -1.6267643899041597, -1;
-1.0868851292488786, -0.025459658931456297, -1;
-1.3565875399668446, -2.691908528782352, -1;
-0.545857891970866, -2.4269467090971233, -1;
0.3275600265986136, -2.614194850715985, -1;
-0.6218233024208561, -0.4896073879355156, -1;
-1.64712160615825, -0.9555767220509936, -1;
-1.4869053117875959, -1.4943952388239614, -1;
-0.9733090671125253, -1.319345828553852, -1;
-1.1275139598425443, -0.4322083837686428, -1;
-0.386031464754526, -0.7654524764000468, -1;
-0.6450955857485149, -1.6355542284425555, -1;
-2.222680073404879, -0.07107143390461668, -1;
-1.1146608669262381, -2.0335806243394154, -1;
-1.752494226368289, 1.0540569366375943, -1;
-1.0956343490413702, -2.608907509692845, -1;
-2.10853342808634, -2.6408508519143195, -1;
